Polymer Type,Unnamed: 1,Polymer,He,H2,O2,N2,CO2,CH4,Unnamed: 18,Unnamed: 19,Unnamed: 20,log10_He,log10_H2,log10_O2,log10_N2,log10_CO2,log10_CH4,log10_He_Bayesian,log10_H2_Bayesian,log10_O2_Bayesian,log10_N2_Bayesian,log10_CO2_Bayesian,log10_CH4_Bayesian,log10_He_etree,log10_H2_etree,log10_O2_etree,log10_N2_etree,log10_CO2_etree,log10_CH4_etree
Substituted Polyacetylenes,,Poly(diarylacetylene) 3h,8800,19000,9800,8100,24000,19000,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345,3.944482672,4.278753601,3.991226076,3.908485019,4.380211242,4.278753601,3.944482672,4.278753601,3.991226076,3.908485019,4.380211242,4.278753601,3.944482672,4.278753601,3.991226076,3.908485019,4.380211242,4.278753601
Substituted Polyacetylenes,,Poly(diarylacetylene) 2i,170,330,130,46,840,120,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345,2.230448921,2.51851394,2.113943352,1.662757832,2.924279286,2.079181246,2.230448921,2.51851394,2.113943352,1.662757832,2.924279286,2.079181246,2.230448921,2.51851394,2.113943352,1.662757832,2.924279286,2.079181246
Substituted Polyacetylenes,,Poly(diarylacetylene) 2j,600,1400,660,300,3200,810,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345,2.77815125,3.146128036,2.819543936,2.477121255,3.505149978,2.908485019,2.77815125,3.146128036,2.819543936,2.477121255,3.505149978,2.908485019,2.77815125,3.146128036,2.819543936,2.477121255,3.505149978,2.908485019
Substituted Polyacetylenes,,Poly(diarylacetylene) 2k,3200,8100,4800,3300,17000,9100,,Hu 2010,http://www.sciencedirect.com/science/article/pii/S0032386110001345,3.505149978,3.908485019,3.681241237,3.51851394,4.230448921,3.959041392,3.505149978,3.908485019,3.681241237,3.51851394,4.230448921,3.959041392,3.505149978,3.908485019,3.681241237,3.51851394,4.230448921,3.959041392
Substituted Polyacetylenes,,Poly(diphenyl acetylene) poly(5)-Ta,140,230,100,46,590,110,,Katsumata 2006,http://dx.doi.org/10.1002/macp.200600188,2.146128036,2.361727836,2,1.662757832,2.770852012,2.041392685,2.146128036,2.361727836,2,1.662757832,2.770852012,2.041392685,2.146128036,2.361727836,2,1.662757832,2.770852012,2.041392685
Substituted Polyacetylenes,,Poly(diphenyl acetylene) poly(5)-Ru,220,400,180,64,1010,170,,Katsumata 2006,http://dx.doi.org/10.1002/macp.200600188,2.342422681,2.602059991,2.255272505,1.806179974,3.004321374,2.230448921,2.342422681,2.602059991,2.255272505,1.806179974,3.004321374,2.230448921,2.342422681,2.602059991,2.255272505,1.806179974,3.004321374,2.230448921
Substituted Polyacetylenes,,Poly(phenyl acetylene) 3a,48,64,17,7.6,58,12,,Saeed 2008,http://dx.doi.org/10.1002/macp.200800029,1.681241237,1.806179974,1.230448921,0.880813592,1.763427994,1.079181246,1.681241237,1.806179974,1.230448921,0.880813592,1.763427994,1.079181246,1.681241237,1.806179974,1.230448921,0.880813592,1.763427994,1.079181246
Substituted Polyacetylenes,,Poly(phenyl acetylene) 2a,,,2600,1500,9400,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687,,,3.414973348,3.176091259,3.973127854,,3.282452046,3.6141909,3.414973348,3.176091259,3.973127854,3.489688668,3.414095714,3.757922489,3.414973348,3.176091259,3.973127854,3.503351792
Substituted Polyacetylenes,,Poly(phenyl acetylene) 2ab (2:1),,,1300,600,5600,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687,,,3.113943352,2.77815125,3.748188027,,3.086214319,3.411705631,3.113943352,2.77815125,3.748188027,3.067922197,3.086095306,3.445014616,3.113943352,2.77815125,3.748188027,3.154260259
Substituted Polyacetylenes,,Poly(phenyl acetylene) 2ab (1:1),,,900,410,3900,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687,,,2.954242509,2.612783857,3.591064607,,2.977553308,3.281909462,2.954242509,2.612783857,3.591064607,2.890254436,2.908339892,3.218891786,2.954242509,2.612783857,3.591064607,3.024922297
Substituted Polyacetylenes,,Poly(phenyl acetylene) 2ab (1:2),,,690,320,3300,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687,,,2.838849091,2.505149978,3.51851394,,2.876694542,3.175740488,2.838849091,2.505149978,3.51851394,2.798181793,2.899940596,3.22852804,2.838849091,2.505149978,3.51851394,2.853500863
Substituted Polyacetylenes,,Poly(phenyl acetylene) 2ab (1:4),,,850,430,3700,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687,,,2.929418926,2.633468456,3.568201724,,2.939420783,3.233871948,2.929418926,2.633468456,3.568201724,2.928506841,2.915912912,3.226689615,2.929418926,2.633468456,3.568201724,3.020969265
Substituted Polyacetylenes,,Poly(phenyl acetylene) 2b,,,1200,550,4600,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687,,,3.079181246,2.740362689,3.662757832,,3.084712843,3.391166733,3.079181246,2.740362689,3.662757832,3.002152335,2.996210079,3.32306831,3.079181246,2.740362689,3.662757832,3.173412615
Substituted Polyacetylenes,,Poly(phenyl acetylene) 3a (sulfonated),,,45,11,340,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687,,,1.653212514,1.041392685,2.531478917,,2.099956435,2.329589703,1.653212514,1.041392685,2.531478917,1.233899419,2.242006467,2.408838412,1.653212514,1.041392685,2.531478917,1.232422566
Substituted Polyacetylenes,,Poly(phenyl acetylene) 3ab (2:1) (sulf.),,,1.3,0.29,17,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687,,,0.113943352,-0.537602002,1.230448921,,0.957067608,1.04199733,0.113943352,-0.537602002,1.230448921,-0.355250485,1.086157927,1.123277011,0.113943352,-0.537602002,1.230448921,-0.282041628
Substituted Polyacetylenes,,Poly(phenyl acetylene) 3ab (1:1) (sulf.),,,1.7,0.42,16,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687,,,0.230448921,-0.37675071,1.204119983,,1.077245061,1.130992685,0.230448921,-0.37675071,1.204119983,-0.236819054,1.176292594,1.176114391,0.230448921,-0.37675071,1.204119983,-0.138741498
Substituted Polyacetylenes,,Poly(phenyl acetylene) 3ab (1:2) (sulf.),,,1.1,0.21,9.1,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687,,,0.041392685,-0.677780705,0.959041392,,1.019962955,1.047765962,0.041392685,-0.677780705,0.959041392,-0.62325886,1.097742421,1.077587484,0.041392685,-0.677780705,0.959041392,-0.601745777
Substituted Polyacetylenes,,Poly(phenyl acetylene) 3ab (1:4) (sulf.),,,0.96,0.12,8.2,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687,,,-0.017728767,-0.920818754,0.913813852,,1.055052306,1.10644822,-0.017728767,-0.920818754,0.913813852,-0.938057905,1.167961914,1.120163349,-0.017728767,-0.920818754,0.913813852,-0.870813309
Substituted Polyacetylenes,,Poly(phenyl acetylene) 3b sulfonated,,,2.5,0.28,21,,,Sakaguchi 2009,http://dx.doi.org/10.1002/pola.23687,,,0.397940009,-0.552841969,1.322219295,,1.365823691,1.481584189,0.397940009,-0.552841969,1.322219295,-0.563544728,1.387745509,1.431911052,0.397940009,-0.552841969,1.322219295,-0.411094893
Substituted Polyacetylenes,PTPSDPA,Poly[1-phenyl-2-[p-(triisopropylsilyl)phenyl]acetylene,420,740,350,170,1300,390,,Nagai 2000,http://dx.doi.org/10.1002/(SICI)1099-0488(20000601)38:11%3C1474::AID-POLB70%3E3.0.CO;2-6,2.62324929,2.86923172,2.544068044,2.230448921,3.113943352,2.591064607,2.62324929,2.86923172,2.544068044,2.230448921,3.113943352,2.591064607,2.62324929,2.86923172,2.544068044,2.230448921,3.113943352,2.591064607
Thermally Rearranged Polymers,HPI,,62,35,2.6,0.4,9.9,0.08,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8,1.792391689,1.544068044,0.414973348,-0.397940009,0.995635195,-1.096910013,1.792391689,1.544068044,0.414973348,-0.397940009,0.995635195,-1.096910013,1.792391689,1.544068044,0.414973348,-0.397940009,0.995635195,-1.096910013
Thermally Rearranged Polymers,PBO,,2647,4194,1092,284,4201,151,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8,3.422753941,3.622628426,3.038222638,2.45331834,3.623352682,2.178976947,3.422753941,3.622628426,3.038222638,2.45331834,3.623352682,2.178976947,3.422753941,3.622628426,3.038222638,2.45331834,3.623352682,2.178976947
Thermally Rearranged Polymers,HPI-co-PPL 82,,,,5.7,0.93,25,,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8,,,0.755874856,-0.031517051,1.397940009,,1.657705292,1.71849963,0.755874856,-0.031517051,1.397940009,-0.086440278,1.63046574,1.700440544,0.755874856,-0.031517051,1.397940009,-0.115358969
Thermally Rearranged Polymers,PBO-co-PPL 82,,1379,1989,421,94,1874,50,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8,3.139564266,3.298634783,2.624282096,1.973127854,3.272769587,1.698970004,3.139564266,3.298634783,2.624282096,1.973127854,3.272769587,1.698970004,3.139564266,3.298634783,2.624282096,1.973127854,3.272769587,1.698970004
Thermally Rearranged Polymers,HPI-co-PPL 55,,,,3.2,0.49,15,,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8,,,0.505149978,-0.30980392,1.176091259,,1.485046706,1.522633115,0.505149978,-0.30980392,1.176091259,-0.379661908,1.533718013,1.581482601,0.505149978,-0.30980392,1.176091259,-0.517250717
Thermally Rearranged Polymers,PBO-co-PPL 55,,1489,2895,475,85,1805,46,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8,3.172894698,3.461648568,2.67669361,1.929418926,3.256477206,1.662757832,3.172894698,3.461648568,2.67669361,1.929418926,3.256477206,1.662757832,3.172894698,3.461648568,2.67669361,1.929418926,3.256477206,1.662757832
Thermally Rearranged Polymers,HPI-co-PPL 28,,,,3.2,0.53,11,,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8,,,0.505149978,-0.27572413,1.041392685,,1.526067727,1.519783972,0.505149978,-0.27572413,1.041392685,-0.396449952,1.587744833,1.602543085,0.505149978,-0.27572413,1.041392685,-0.547997583
Thermally Rearranged Polymers,PBO-co-PPL 28,,1105,1680,132,18,525,6.7,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8,3.043362278,3.225309282,2.120573931,1.255272505,2.720159303,0.826074803,3.043362278,3.225309282,2.120573931,1.255272505,2.720159303,0.826074803,3.043362278,3.225309282,2.120573931,1.255272505,2.720159303,0.826074803
Thermally Rearranged Polymers,API 300,,,,34,5.2,138,,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8,,,1.531478917,0.716003344,2.139879086,,2.218926983,2.384765815,1.531478917,0.716003344,2.139879086,0.688219473,2.184191272,2.256812498,1.531478917,0.716003344,2.139879086,0.668637849
Thermally Rearranged Polymers,PPL 450,,240,376,65,13,294,8.1,,Choi 2010,http://www.sciencedirect.com/science/article/B6TGK-4XVK3X5-5/2/e75560a929cc2b7a2cce568ef9c7c8b8,2.380211242,2.575187845,1.812913357,1.113943352,2.46834733,0.908485019,2.380211242,2.575187845,1.812913357,1.113943352,2.46834733,0.908485019,2.380211242,2.575187845,1.812913357,1.113943352,2.46834733,0.908485019
Thermally Rearranged Polymers,PIH,,,,1.95,0.36,5.98,0.17,,Maya 2010,http://www.sciencedirect.com/science/article/pii/S0376738809008825,,,0.290034611,-0.443697499,0.776701184,-0.769551079,1.504641948,1.395529248,0.290034611,-0.443697499,0.776701184,-0.769551079,1.433704775,1.355480391,0.290034611,-0.443697499,0.776701184,-0.769551079
Thermally Rearranged Polymers,PIA,,,,1.61,0.2,5.22,0.06,,Maya 2010,http://www.sciencedirect.com/science/article/pii/S0376738809008825,,,0.206825876,-0.698970004,0.717670503,-1.22184875,1.605062892,1.48071857,0.206825876,-0.698970004,0.717670503,-1.22184875,1.548485456,1.387466838,0.206825876,-0.698970004,0.717670503,-1.22184875
Thermally Rearranged Polymers,PPM-425,,,,10.45,1.74,39.1,0.65,,Maya 2010,http://www.sciencedirect.com/science/article/pii/S0376738809008825,,,1.01911629,0.240549248,1.592176757,-0.187086643,2.112319937,2.090268054,1.01911629,0.240549248,1.592176757,-0.187086643,1.902470831,1.922072534,1.01911629,0.240549248,1.592176757,-0.187086643
Thermally Rearranged Polymers,PPM-450,,,,12.79,2.21,52,0.87,,Maya 2010,http://www.sciencedirect.com/science/article/pii/S0376738809008825,,,1.106870544,0.344392274,1.716003344,-0.060480747,2.155599623,2.151968812,1.106870544,0.344392274,1.716003344,-0.060480747,2.112331562,2.043195317,1.106870544,0.344392274,1.716003344,-0.060480747
Thermally Rearranged Polymers,PPM-475,,,,22.17,4.21,94.8,2.02,,Maya 2010,http://www.sciencedirect.com/science/article/pii/S0376738809008825,,,1.345765693,0.624282096,1.976808337,0.305351369,2.264107516,2.306064832,1.345765693,0.624282096,1.976808337,0.305351369,2.150742194,2.19181506,1.345765693,0.624282096,1.976808337,0.305351369
Thermally Rearranged Polymers,TR tPBO polybenzoxazole,,2647,4194,1092,284,4201,151,,Han 2010,http://dx.doi.org/10.1021/ma101549z,3.422753941,3.622628426,3.038222638,2.45331834,3.623352682,2.178976947,3.422753941,3.622628426,3.038222638,2.45331834,3.623352682,2.178976947,3.422753941,3.622628426,3.038222638,2.45331834,3.623352682,2.178976947
Thermally Rearranged Polymers,TR aPBO polybenzoxazole,,356,408,81,19,398,12,,Han 2010,http://dx.doi.org/10.1021/ma101549z,2.551449998,2.610660163,1.908485019,1.278753601,2.599883072,1.079181246,2.551449998,2.610660163,1.908485019,1.278753601,2.599883072,1.079181246,2.551449998,2.610660163,1.908485019,1.278753601,2.599883072,1.079181246
Thermally Rearranged Polymers,TR cPBO polybenzoxazole,,1656,3612,1306,431,5568,252,,Han 2010,http://dx.doi.org/10.1021/ma101549z,3.219060332,3.557747742,3.115943177,2.63447727,3.745699227,2.401400541,3.219060332,3.557747742,3.115943177,2.63447727,3.745699227,2.401400541,3.219060332,3.557747742,3.115943177,2.63447727,3.745699227,2.401400541
Thermally Rearranged Polymers,TR sPBO polybenzoxazole,,1775,3585,1354,350,5903,260,,Han 2010,http://dx.doi.org/10.1021/ma101549z,3.249198357,3.55448916,3.131618664,2.544068044,3.771072783,2.414973348,3.249198357,3.55448916,3.131618664,2.544068044,3.771072783,2.414973348,3.249198357,3.55448916,3.131618664,2.544068044,3.771072783,2.414973348
Thermally Rearranged Polymers,,Urethane-urea polyether 1,41,42,28,11,190,34,,Li 2011,http://www.sciencedirect.com/science/article/pii/S037673881000877X,1.612783857,1.62324929,1.447158031,1.041392685,2.278753601,1.531478917,1.612783857,1.62324929,1.447158031,1.041392685,2.278753601,1.531478917,1.612783857,1.62324929,1.447158031,1.041392685,2.278753601,1.531478917
Thermally Rearranged Polymers,,Urethane-urea polyether 2,35,37,22,9.2,170,25,,Li 2011,http://www.sciencedirect.com/science/article/pii/S037673881000877X,1.544068044,1.568201724,1.342422681,0.963787827,2.230448921,1.397940009,1.544068044,1.568201724,1.342422681,0.963787827,2.230448921,1.397940009,1.544068044,1.568201724,1.342422681,0.963787827,2.230448921,1.397940009
Thermally Rearranged Polymers,,Urethane-urea polyether 3,28,35,21,8.5,170,20,,Li 2011,http://www.sciencedirect.com/science/article/pii/S037673881000877X,1.447158031,1.544068044,1.322219295,0.929418926,2.230448921,1.301029996,1.447158031,1.544068044,1.322219295,0.929418926,2.230448921,1.301029996,1.447158031,1.544068044,1.322219295,0.929418926,2.230448921,1.301029996
Thermally Rearranged Polymers,,Urethane-urea polyether 4,25,32,20,7.2,150,22,,Li 2011,http://www.sciencedirect.com/science/article/pii/S037673881000877X,1.397940009,1.505149978,1.301029996,0.857332496,2.176091259,1.342422681,1.397940009,1.505149978,1.301029996,0.857332496,2.176091259,1.342422681,1.397940009,1.505149978,1.301029996,0.857332496,2.176091259,1.342422681
Thermally Rearranged Polymers,,Urethane-urea polyether 5,10,12,8,2.4,69,9.1,,Li 2011,http://www.sciencedirect.com/science/article/pii/S037673881000877X,1,1.079181246,0.903089987,0.380211242,1.838849091,0.959041392,1,1.079181246,0.903089987,0.380211242,1.838849091,0.959041392,1,1.079181246,0.903089987,0.380211242,1.838849091,0.959041392
Uncategorised,PMDA-ODA,polypyromellitimide of oxydianiline,8,,0.61,0.1,2.7,0.059,,Kim 1988,http://www.sciencedirect.com/science/article/pii/S0376738800850681,0.903089987,,-0.214670165,-1,0.431363764,-1.229147988,0.903089987,0.814263116,-0.214670165,-1,0.431363764,-1.229147988,0.903089987,0.885055352,-0.214670165,-1,0.431363764,-1.229147988
Uncategorised,PMDA-MDA,polypyromellitimide of methylenedianiline,9.4,,0.98,0.2,4,0.093,,Kim 1988,http://www.sciencedirect.com/science/article/pii/S0376738800850681,0.973127854,,-0.008773924,-0.698970004,0.602059991,-1.031517051,0.973127854,0.866368691,-0.008773924,-0.698970004,0.602059991,-1.031517051,0.973127854,1.004064064,-0.008773924,-0.698970004,0.602059991,-1.031517051
Uncategorised,PMDA-IPDA,polypyromellitimide of isopropylidenedianiline,37.1,17,7.1,1.5,27,0.9,,Kim 1988,http://www.sciencedirect.com/science/article/pii/S0376738800850681,1.56937391,1.230448921,0.851258349,0.176091259,1.431363764,-0.045757491,1.56937391,1.230448921,0.851258349,0.176091259,1.431363764,-0.045757491,1.56937391,1.230448921,0.851258349,0.176091259,1.431363764,-0.045757491
Uncategorised,BPA-PEI,bisphenol-A polyetherimide,9.4,,0.4,0.0526,1.3,0.0356,,Barbari 1989,http://www.sciencedirect.com/science/article/pii/S0376738800823662,0.973127854,,-0.397940009,-1.279014256,0.113943352,-1.448550002,0.973127854,0.858101797,-0.397940009,-1.279014256,0.113943352,-1.448550002,0.973127854,0.900121346,-0.397940009,-1.279014256,0.113943352,-1.448550002
Uncategorised,SBI-PEI,"6,6'-dihydroxy-3,3,3',3'-tetramethyl-1,1'-spirobiidane polyetherimide",20.7,,1.4,0.203,4.5,0.155,,Pessan 1993,http://65.54.113.26/Author/13210185/luiz-antonio-pessan,1.315970345,,0.146128036,-0.692503962,0.653212514,-0.809668302,1.315970345,1.272124386,0.146128036,-0.692503962,0.653212514,-0.809668302,1.315970345,1.364170024,0.146128036,-0.692503962,0.653212514,-0.809668302
Uncategorised,12H PEK,12 hydrogen poly(ether ketone),11.8,12.4,1.1,0.21,4.4,0.22,,Mohr 1991,http://www.sciencedirect.com/science/article/pii/003238619190079X,1.071882007,1.093421685,0.041392685,-0.677780705,0.643452676,-0.657577319,1.071882007,1.093421685,0.041392685,-0.677780705,0.643452676,-0.657577319,1.071882007,1.093421685,0.041392685,-0.677780705,0.643452676,-0.657577319
Uncategorised,6H6F PEK,6 hydrogen 6 flourine poly(ether ketone),26.4,22.8,2.4,0.44,8,0.345,,Mohr 1991,http://www.sciencedirect.com/science/article/pii/003238619190079X,1.421603927,1.357934847,0.380211242,-0.356547324,0.903089987,-0.462180905,1.421603927,1.357934847,0.380211242,-0.356547324,0.903089987,-0.462180905,1.421603927,1.357934847,0.380211242,-0.356547324,0.903089987,-0.462180905
Uncategorised,12F PEK,12 flourine poly(ether ketone),42,31.4,3.7,0.76,11.5,0.477,,Mohr 1991,http://www.sciencedirect.com/science/article/pii/003238619190079X,1.62324929,1.496929648,0.568201724,-0.119186408,1.06069784,-0.321481621,1.62324929,1.496929648,0.568201724,-0.119186408,1.06069784,-0.321481621,1.62324929,1.496929648,0.568201724,-0.119186408,1.06069784,-0.321481621
Uncategorised,PPS,"poly(1,4-phenytlene sulfide)",5.15,,0.38,0.046,1.6,0.066,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/polb.1993.090311114,0.711807229,,-0.420216403,-1.337242168,0.204119983,-1.180456064,0.711807229,0.712356983,-0.420216403,-1.337242168,0.204119983,-1.180456064,0.711807229,0.663937465,-0.420216403,-1.337242168,0.204119983,-1.180456064
Uncategorised,PDMPO,"poly(2,6-dimethyl-1,4-phenylene oxide",82.3,,14.6,3.5,65.5,4.1,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/polb.1993.090311114,1.915399835,,1.164352856,0.544068044,1.8162413,0.612783857,1.915399835,2.010154059,1.164352856,0.544068044,1.8162413,0.612783857,1.915399835,2.006017657,1.164352856,0.544068044,1.8162413,0.612783857
Uncategorised,PDPPO,"poly(2,6-diphenyl-1,4-phenylene oxide",32.7,,7.7,1.5,39.9,2.7,,Aguilar-Vega 1993,http://dx.doi.org/10.1002/polb.1993.090311114,1.514547753,,0.886490725,0.176091259,1.600972896,0.431363764,1.514547753,1.668301534,0.886490725,0.176091259,1.600972896,0.431363764,1.514547753,1.618205428,0.886490725,0.176091259,1.600972896,0.431363764
Uncategorised,PBK,bisphenol-A poly(bisketone),8.9,8.9,0.75,0.13,3.3,0.14,,Aitken 1993,http://dx.doi.org/10.1002/polb.1993.090310808,0.949390007,0.949390007,-0.124938737,-0.886056648,0.51851394,-0.853871964,0.949390007,0.949390007,-0.124938737,-0.886056648,0.51851394,-0.853871964,0.949390007,0.949390007,-0.124938737,-0.886056648,0.51851394,-0.853871964
Uncategorised,PBK-S,bisphenol-S poly(bisketone),7.7,8.3,0.64,0.11,3.27,0.12,,Aitken 1993,http://dx.doi.org/10.1002/polb.1993.090310808,0.886490725,0.919078092,-0.193820026,-0.958607315,0.514547753,-0.920818754,0.886490725,0.919078092,-0.193820026,-0.958607315,0.514547753,-0.920818754,0.886490725,0.919078092,-0.193820026,-0.958607315,0.514547753,-0.920818754
Uncategorised,PBSF,bisphenol-A ply(bissulfone),16.9,20.1,2.39,0.47,10.8,0.5,,Aitken 1993,http://dx.doi.org/10.1002/polb.1993.090310808,1.227886705,1.303196057,0.378397901,-0.327902142,1.033423755,-0.301029996,1.227886705,1.303196057,0.378397901,-0.327902142,1.033423755,-0.301029996,1.227886705,1.303196057,0.378397901,-0.327902142,1.033423755,-0.301029996
Uncategorised,PH,polyhydroxy ether,2.5,,0.1,0.015,0.4,0.019,,Barbari 1989,http://www.sciencedirect.com/science/article/pii/S0376738800823662,0.397940009,,-1,-1.823908741,-0.397940009,-1.721246399,0.397940009,0.27428894,-1,-1.823908741,-0.397940009,-1.721246399,0.397940009,0.330981412,-1,-1.823908741,-0.397940009,-1.721246399
Uncategorised,BPA/tBIA,poly(bisphenol-A tetrabutyl isophthalate),34.3,41.9,5.95,1.17,24.2,1.43,,Pixton 1995,http://www.researchgate.net/publication/36014648_Gas_transport_properties_of_aromatic_polyester_and_polysulfone_materials_,1.53529412,1.622214023,0.774516966,0.068185862,1.383815366,0.155336037,1.53529412,1.622214023,0.774516966,0.068185862,1.383815366,0.155336037,1.53529412,1.622214023,0.774516966,0.068185862,1.383815366,0.155336037
Uncategorised,PhTh/IA,poly(phenolphthalein),14.7,14.7,1.52,0.264,6.74,0.167,,Pixton 1995,http://www.researchgate.net/publication/36014648_Gas_transport_properties_of_aromatic_polyester_and_polysulfone_materials_,1.167317335,1.167317335,0.181843588,-0.578396073,0.828659897,-0.777283529,1.167317335,1.167317335,0.181843588,-0.578396073,0.828659897,-0.777283529,1.167317335,1.167317335,0.181843588,-0.578396073,0.828659897,-0.777283529
Uncategorised,PhTh/tBIA,poly(phenolphthalein tetrabutyl isophthalate),35.6,41.3,5.6,1.06,23.8,1.16,,Pixton 1995,http://www.researchgate.net/publication/36014648_Gas_transport_properties_of_aromatic_polyester_and_polysulfone_materials_,1.551449998,1.615950052,0.748188027,0.025305865,1.376576957,0.064457989,1.551449998,1.615950052,0.748188027,0.025305865,1.376576957,0.064457989,1.551449998,1.615950052,0.748188027,0.025305865,1.376576957,0.064457989
Uncategorised,HPF/IA,poly(fluorene bisphenol isophthalate),22.3,26.1,3.03,0.556,10.3,0.616,,Pixton 1995,http://www.researchgate.net/publication/36014648_Gas_transport_properties_of_aromatic_polyester_and_polysulfone_materials_,1.348304863,1.416640507,0.481442629,-0.254925208,1.012837225,-0.210419288,1.348304863,1.416640507,0.481442629,-0.254925208,1.012837225,-0.210419288,1.348304863,1.416640507,0.481442629,-0.254925208,1.012837225,-0.210419288
Uncategorised,HPF/tBIA,poly(fluorene bisphenol tetrabutyl isophthalate),45.9,63.1,9.55,1.94,36.8,2.38,,Pixton 1995,http://www.researchgate.net/publication/36014648_Gas_transport_properties_of_aromatic_polyester_and_polysulfone_materials_,1.661812686,1.800029359,0.980003372,0.28780173,1.565847819,0.376576957,1.661812686,1.800029359,0.980003372,0.28780173,1.565847819,0.376576957,1.661812686,1.800029359,0.980003372,0.28780173,1.565847819,0.376576957
Uncategorised,PhAnthr/IA,poly(phenolphthalein isophthalate),18,19.7,2.05,0.342,9,0.334,,Pixton 1995,http://www.researchgate.net/publication/36014648_Gas_transport_properties_of_aromatic_polyester_and_polysulfone_materials_,1.255272505,1.294466226,0.311753861,-0.465973894,0.954242509,-0.476253533,1.255272505,1.294466226,0.311753861,-0.465973894,0.954242509,-0.476253533,1.255272505,1.294466226,0.311753861,-0.465973894,0.954242509,-0.476253533
Uncategorised,TBBPA/IA,poly(tetrabromo bisphenol-A isophthalate,16.3,17.8,1.29,0.178,4.93,0.142,,Pixton 1995,http://www.researchgate.net/publication/36014648_Gas_transport_properties_of_aromatic_polyester_and_polysulfone_materials_,1.212187604,1.250420002,0.11058971,-0.749579998,0.692846919,-0.847711656,1.212187604,1.250420002,0.11058971,-0.749579998,0.692846919,-0.847711656,1.212187604,1.250420002,0.11058971,-0.749579998,0.692846919,-0.847711656
Uncategorised,TBBPA/tBIA,poly(tetrabromo bisphenol-A tetrabutyl isophthalate,41.6,53.9,5.66,0.89,21.5,0.853,,Pixton 1995,http://www.researchgate.net/publication/36014648_Gas_transport_properties_of_aromatic_polyester_and_polysulfone_materials_,1.619093331,1.731588765,0.752816431,-0.050609993,1.33243846,-0.069050969,1.619093331,1.731588765,0.752816431,-0.050609993,1.33243846,-0.069050969,1.619093331,1.731588765,0.752816431,-0.050609993,1.33243846,-0.069050969
Uncategorised,TBPAh/IA,poly(tetrabromo phenolphthalein isophthalate),23.4,27.1,1.96,0.282,8.34,0.206,,Pixton 1995,http://www.researchgate.net/publication/36014648_Gas_transport_properties_of_aromatic_polyester_and_polysulfone_materials_,1.369215857,1.432969291,0.292256071,-0.549750892,0.921166051,-0.68613278,1.369215857,1.432969291,0.292256071,-0.549750892,0.921166051,-0.68613278,1.369215857,1.432969291,0.292256071,-0.549750892,0.921166051,-0.68613278
Uncategorised,TBPhTh/tBIA,poly(tetrabromo phenolphthalein tetrabutyl isophthalate),51.3,67.4,7.41,1.19,30.6,1.09,,Pixton 1995,http://www.researchgate.net/publication/36014648_Gas_transport_properties_of_aromatic_polyester_and_polysulfone_materials_,1.710117365,1.828659897,0.869818208,0.075546961,1.485721426,0.037426498,1.710117365,1.828659897,0.869818208,0.075546961,1.485721426,0.037426498,1.710117365,1.828659897,0.869818208,0.075546961,1.485721426,0.037426498
